0, 0, Header, 1, 2, 384
1, 0, Start_track
1, 0, Tempo, 500000
1, 0, Time_signature, 4, 2, 24, 8
1, 1, End_track
2, 0, Start_track
2, 3002, Note_on_c, 0, 71, 85
2, 3087, Control_c, 0, 64, 127
2, 3156, Note_on_c, 0, 73, 79
2, 3214, Note_on_c, 0, 75, 85
2, 3281, Note_on_c, 0, 76, 87
2, 3345, Note_on_c, 0, 78, 87
2, 3397, Note_on_c, 0, 80, 74
2, 3458, Note_on_c, 0, 81, 90
2, 3540, Note_on_c, 0, 80, 0
2, 3548, Note_on_c, 0, 71, 0
2, 3548, Note_on_c, 0, 76, 0
2, 3551, Note_on_c, 0, 80, 82
2, 3554, Note_on_c, 0, 76, 88
2, 3558, Note_on_c, 0, 71, 81
2, 3559, Note_on_c, 0, 83, 94
2, 3563, Note_on_c, 0, 57, 74
2, 3566, Note_on_c, 0, 64, 69
2, 3587, Note_on_c, 0, 78, 0
2, 3588, Note_on_c, 0, 75, 0
2, 3588, Note_on_c, 0, 73, 0
2, 3589, Note_on_c, 0, 81, 0
2, 3609, Control_c, 0, 64, 0
2, 3701, Control_c, 0, 64, 127
2, 4362, Note_on_c, 0, 83, 0
2, 4369, Note_on_c, 0, 83, 76
2, 4403, Note_on_c, 0, 85, 99
2, 4661, Note_on_c, 0, 83, 0
2, 4670, Note_on_c, 0, 83, 94
2, 4677, Note_on_c, 0, 71, 0
2, 4679, Note_on_c, 0, 75, 88
2, 4680, Note_on_c, 0, 59, 73
2, 4682, Note_on_c, 0, 71, 74
2, 4686, Note_on_c, 0, 66, 69
2, 4719, Note_on_c, 0, 57, 0
2, 4719, Note_on_c, 0, 64, 0
2, 4719, Note_on_c, 0, 76, 0
2, 4719, Note_on_c, 0, 85, 0
2, 4721, Control_c, 0, 64, 0
2, 4723, Note_on_c, 0, 80, 0
2, 4876, Control_c, 0, 64, 127
2, 5225, Note_on_c, 0, 57, 73
2, 5336, Note_on_c, 0, 80, 85
2, 5382, Note_on_c, 0, 81, 98
2, 5387, Control_c, 0, 64, 0
2, 5406, Control_c, 0, 64, 127
2, 5468, Note_on_c, 0, 80, 0
2, 5473, Note_on_c, 0, 80, 86
2, 5598, Note_on_c, 0, 81, 0
2, 5603, Note_on_c, 0, 81, 92
2, 5767, Note_on_c, 0, 75, 0
2, 5767, Note_on_c, 0, 83, 0
2, 5771, Note_on_c, 0, 83, 98
2, 5775, Note_on_c, 0, 66, 0
2, 5778, Note_on_c, 0, 63, 74
2, 5778, Note_on_c, 0, 75, 87
2, 5780, Note_on_c, 0, 66, 81
2, 5780, Note_on_c, 0, 56, 80
2, 5785, Note_on_c, 0, 78, 85
2, 5793, Note_on_c, 0, 59, 0
2, 5796, Note_on_c, 0, 81, 0
2, 5796, Note_on_c, 0, 57, 0
2, 5797, Note_on_c, 0, 80, 0
2, 5806, Note_on_c, 0, 71, 0
2, 5807, Control_c, 0, 64, 0
2, 5975, Control_c, 0, 64, 127
2, 6328, Note_on_c, 0, 75, 0
2, 6328, Note_on_c, 0, 83, 0
2, 6333, Note_on_c, 0, 83, 97
2, 6336, Note_on_c, 0, 66, 0
2, 6338, Note_on_c, 0, 75, 94
2, 6340, Note_on_c, 0, 68, 79
2, 6343, Note_on_c, 0, 60, 74
2, 6346, Note_on_c, 0, 66, 78
2, 6366, Note_on_c, 0, 78, 0
2, 6368, Note_on_c, 0, 56, 0
2, 6370, Note_on_c, 0, 63, 0
2, 6378, Control_c, 0, 64, 0
2, 6466, Control_c, 0, 64, 127
2, 6553, Note_on_c, 0, 88, 106
2, 6721, Note_on_c, 0, 87, 97
2, 6904, Note_on_c, 0, 83, 0
2, 6910, Note_on_c, 0, 83, 96
2, 6912, Note_on_c, 0, 68, 0
2, 6914, Note_on_c, 0, 71, 75
2, 6919, Note_on_c, 0, 61, 67
2, 6922, Note_on_c, 0, 68, 74
2, 6929, Note_on_c, 0, 76, 74
2, 6949, Note_on_c, 0, 60, 0
2, 6954, Note_on_c, 0, 87, 0
2, 6955, Note_on_c, 0, 88, 0
2, 6965, Note_on_c, 0, 66, 0
2, 6965, Note_on_c, 0, 75, 0
2, 6970, Control_c, 0, 64, 0
2, 7802, Note_on_c, 0, 90, 94
2, 7841, Control_c, 0, 64, 127
2, 7881, Note_on_c, 0, 88, 80
2, 7935, Note_on_c, 0, 87, 78
2, 7987, Note_on_c, 0, 83, 0
2, 7998, Note_on_c, 0, 83, 77
2, 8074, Note_on_c, 0, 95, 100
2, 8420, Control_c, 0, 64, 0
2, 8430, Note_on_c, 0, 61, 0
2, 8431, Note_on_c, 0, 83, 0
2, 8431, Note_on_c, 0, 71, 0
2, 8433, Note_on_c, 0, 88, 0
2, 8435, Note_on_c, 0, 87, 0
